cliente_id,genero,edad,pais,ciudad,es_mayor,tiene_pareja,tiene_dependientes,latitud,longitud,borough,codigo_postal,estado,fecha_registro,ingreso_mediano,densidad_poblacional,antiguedad,cargo_mensual,ingresos_totales,errores_pago,aumento_precio_3m,facturacion_sin_papel,servicio_telefono,score_riesgo,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,dias_ultima_conexion,tickets_soporte,tiempo_resolucion,escaladas,puntuacion_csat,puntuacion_nps,tasa_apertura_email,tasa_clics_marketing,referencias_hechas,cancelacion,fecha_ultimo_pago,intentos_cobro_fallidos,dias_mora,cambio_plan_reciente,downgrade_reciente,visitas_app_mensual,tiempo_sesion_promedio,features_nuevas_usadas,ultimo_contacto_soporte,competidores_area,ofertas_recibidas,genero_encoded,tiene_pareja_encoded,tiene_dependientes_encoded,aumento_precio_3m_encoded,facturacion_sin_papel_encoded,servicio_telefono_encoded,segmento_cliente_PYME,segmento_cliente_Residencial,tipo_contrato_Mensual,tipo_contrato_Un año,metodo_pago_Cheque por correo,metodo_pago_Tarjeta de crédito,metodo_pago_Transferencia bancaria,descuento_aplicado_15%,descuento_aplicado_20%,descuento_aplicado_25%,descuento_aplicado_No,lineas_multiples_Si,lineas_multiples_Sin servicio,tipo_internet_Fibra óptica,tipo_internet_No,seguridad_online_No internet service,seguridad_online_Si,respaldo_online_No internet service,respaldo_online_Si,proteccion_dispositivo_No internet service,proteccion_dispositivo_Si,soporte_tecnico_No internet service,soporte_tecnico_Si,streaming_tv_No internet service,streaming_tv_Si,streaming_peliculas_No internet service,streaming_peliculas_Si,nivel_riesgo_High,nivel_riesgo_Low,nivel_riesgo_Medium,nivel_riesgo_Off,tipo_queja_Facturacion,tipo_queja_Ninguna,tipo_queja_Precio,tipo_queja_Red,tipo_queja_Servicio,respuesta_encuesta_Muy insatisfecho,respuesta_encuesta_Muy satisfecho,respuesta_encuesta_Neutral,respuesta_encuesta_No respondió,respuesta_encuesta_Satifecho,respuesta_encuesta_Satisfecho,respuesta_encuesta_Sin Respuesta,precio_vs_mercado_Bajo,precio_vs_mercado_Competitivo
0017-DINOC,Masculino,0.5159786717751538,USA,New York,0,No,No,40.61683832131458,-73.94498007371938,MANHATTAN,10234,NY,2021-08-04,1.2632934850655932,1.8162604267030529,0.8241173139831707,-0.09022130959368589,0.3955066466269002,-0.4286129191306267,No,No,No,-0.5631100134969812,0.6024519307671826,0.6292348723815595,0.17020121847578543,0.6798763691583748,-0.8194942575066688,-0.5426917613735264,-1.0951911257987155,-0.8148752792412044,-0.34390396526257505,1.252555850667467,1.2797217800345777,0.8676843319719536,1.11206887591751,-0.555439892356522,0,2025-12-08,0.003089343751697124,0.23603131016697382,-0.5871510253650176,-0.5211479912006457,0.7476547154276482,1.4921339519053336,0.6391709250554102,2025-09-24,1.092855222992867,-0.9215262682492265,1,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0017-IUDMW,Femenino,-0.7541542311473606,USA,New York,0,Si,Si,40.674190330833696,-73.72829007180377,STATEN ISLAND,10311,NY,2020-02-11,1.0588696302095246,-1.5797974299100703,1.5271183454001247,1.6198024220132923,2.5798601110807122,-0.4286129191306267,No,Si,Si,-0.5631100134969812,0.6780809818480015,-0.56369213503949,0.4796356211466755,-0.40229612983616597,1.0107645056954666,-0.46206920735998,-0.41354681107935326,-1.3849221026051282,-0.34390396526257505,1.1512831387146047,1.041288578383214,0.3054294287964439,0.7133533028648896,0.6440975955665902,0,2025-12-20,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,0.4360492355899859,0.3340188121467125,0.004871181414416586,2025-08-22,-1.5339506536805232,-0.9215262682492265,0,1,1,0,1,1,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0018-NYROU,Femenino,0.17727656432914998,USA,New York,0,Si,No,40.69351792278727,-73.80004150417464,BRONX,10474,NY,2025-08-13,-1.666781767871391,-0.23780682528069103,-1.0896077159852038,0.3942006422155009,-0.7681381131826652,-0.4286129191306267,No,Si,Si,-0.41432480268289357,0.904968135090458,1.225698376092084,1.532202644711569,-0.7630202961676795,-0.374625590313253,-0.30082409933288723,-0.41354681107935326,1.09478157902794,-0.34390396526257505,0.13855601918597787,-0.4687883654087563,-0.8190803775545751,-1.0144141803631317,0.6440975955665902,0,2025-12-20,1.8761970772025727,-0.7608079322926747,1.7031393232743213,-0.5211479912006457,0.6437862221484274,-1.5215530420729337,0.6391709250554102,2025-11-02,1.530656202438432,1.8941355674313234,0,1,0,0,1,1,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0019-EFAEP,Femenino,0.00792551060614808,USA,New York,0,No,No,40.52891878619594,-74.16663057122528,BROOKLYN,11217,NY,2020-02-11,-0.23581478387891028,-0.10086900848177476,1.5271183454001247,1.3644687178887522,2.3194103844273912,-0.4286129191306267,No,Si,Si,-0.5399026149297925,-0.1790482637346123,-0.56369213503949,1.1450596024559085,-0.7630202961676795,-0.9241094920293214,-0.7039368694006192,-0.41354681107935326,1.7645865964805503,-0.34390396526257505,0.6449195789502913,0.40546670731291073,0.19297844816134224,0.4475429208298092,0.6440975955665902,0,2025-12-07,-0.9334645229737407,-0.7608079322926747,-0.5871510253650176,1.9188407455934968,1.7170939860337089,0.401417562810763,-0.3122786904060802,2025-08-26,0.21725326410173695,-0.9215262682492265,0,0,0,0,1,1,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
0019-GFNTW,Femenino,1.1087073598056605,USA,New York,0,No,No,40.66544518452437,-73.75507182240952,MANHATTAN,10131,NY,2021-06-05,1.2632934850655932,1.8162604267030529,3.2065096982295143,-0.5388355068802279,1.1559500954290896,-0.4286129191306267,No,No,No,-0.5631100134969812,0.6276616144607889,-0.56369213503949,-0.049273182513635265,0.6798763691583748,-1.1262301878546404,0.021666116721298322,-1.0951911257987155,-1.1497777879675097,-0.34390396526257505,1.5563739865260557,1.9155436511048811,1.3737137448299122,1.5107844489701303,1.8436350834897024,0,2025-11-08,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,-0.25640738627148607,-1.3996936937740918,-0.629428562226577,2025-10-23,-0.2205477153438281,0.017027676977623536,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0020-INWCK,Femenino,1.5320849941131653,USA,New York,0,Si,Si,40.67726568902946,-73.98315639991446,MANHATTAN,10178,NY,2020-03-12,1.2632934850655932,1.8162604267030529,1.488062732543627,0.9077163945743366,1.814920186253964,-0.4286129191306267,No,Si,Si,-0.5564056539109046,0.2747260427503009,0.03277136867103472,0.5709957784963388,0.3191522028268612,1.309374980934883,-0.13957899130579446,-0.7543689684390343,1.265795626037117,-0.34390396526257505,1.4551012745731926,1.2399829130926838,0.9801353126070557,1.11206887591751,-0.555439892356522,0,2025-11-25,0.003089343751697124,-0.2623883110628505,-0.5871510253650176,-0.5211479912006457,1.5093569994752674,-1.2552677994939834,1.2734706686964037,2025-08-27,0.655054243547302,-0.9215262682492265,0,1,1,0,1,1,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0020-JDNXP,Femenino,0.09260103746764904,USA,New York,0,Si,Si,40.59152209192495,-74.10093905683411,BROOKLYN,11233,NY,2023-03-27,-0.23581478387891028,-0.10086900848177476,0.04300505685322195,0.21617913535576197,0.05413188095721491,-0.4286129191306267,No,No,No,-0.4826576984640603,-0.12862889634739974,1.225698376092084,-0.8767651824163321,0.3191522028268612,0.15556035551999606,-0.13957899130579446,-0.41354681107935326,-0.9288846439139893,-0.34390396526257505,0.13855601918597787,0.40546670731291073,0.4178804094315459,0.4475429208298092,-0.555439892356522,0,2025-11-21,0.003089343751697124,-0.7608079322926747,-0.5871510253650176,-0.5211479912006457,0.33218074231076505,-1.0735318825248465,-0.9465784340470738,2025-08-23,0.21725326410173695,0.017027676977623536,0,1,1,0,0,0,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0021-IKXGC,Femenino,0.09260103746764904,USA,New York,1,No,No,40.63590304501957,-73.97473584799525,QUEENS,11233,NY,2025-12-11,0.3774567806892957,-0.8540270008758142,-1.2458301674111936,0.5400765512651384,-0.8913156150477569,-0.4286129191306267,No,Si,Si,-0.42154488223713005,0.32514541013751347,0.03277136867103472,0.18490285299182324,-0.0415719635046524,0.25306581682266244,-0.46206920735998,-0.07272465371967214,0.4107253909912315,-0.34390396526257505,-0.46908025253119834,-0.15087742987360467,-0.762854887237024,-0.7486037983280517,-0.555439892356522,0,2025-12-07,-0.9334645229737407,0.23603131016697382,-0.5871510253650176,-0.5211479912006457,-0.7411270215745164,-0.47777506861939845,-1.2637283058675706,2025-11-17,-1.5339506536805232,0.017027676977623536,0,0,0,0,1,1,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
0022-TCJCI,Masculino,0.7700052523596567,USA,New York,1,No,No,40.58754705395587,-73.81145520439269,BROOKLYN,11216,NY,2022-05-01,-0.23581478387891028,-0.10086900848177476,0.4726167982746938,-0.5343595375648973,-0.10767496172912307,-0.4286129191306267,No,No,Si,-0.4444944208202389,0.12346794058866316,1.225698376092084,0.5930482302703952,-0.7630202961676795,-1.094744049308988,-0.7039368694006192,0.26809750364000895,1.0021489702313022,-0.34390396526257505,-1.9881709318241385,-1.621215506723681,-0.4817274356492692,-0.7486037983280517,-0.555439892356522,0,2025-12-28,-0.9334645229737407,-0.2623883110628505,1.7031393232743213,1.9188407455934968,1.2323743507306786,0.31235492800469616,0.956320796875907,2025-08-25,-0.2205477153438281,-0.9215262682492265,1,0,0,0,0,1,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0023-HGHWL,Masculino,-0.4154521237013567,USA,New York,1,No,No,40.83017263379629,-73.91855875257592,BROOKLYN,11224,NY,2025-12-11,-0.23581478387891028,-0.10086900848177476,-1.2458301674111936,-0.7239778740143563,-0.9092236955224923,3.1435296311152583,No,Si,No,2.0154898273017654,-1.1622259277852576,-1.7566191424605395,-1.3535181874364135,-2.2059169614937337,-1.3049902002428626,1.2310044269244942,5.721252021394907,1.6862051582680107,4.941603587038187,-0.9754438122955117,-1.621215506723681,-1.4375607710476357,-1.413129753415752,-0.555439892356522,1,2025-12-09,-0.9334645229737407,-0.7608079322926747,1.7031393232743213,-0.5211479912006457,0.9553917019860898,-0.5812802928534763,-1.5808781776880674,2025-11-23,1.530656202438432,1.8941355674313234,1,0,0,0,1,0,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
0023-UYUPN,Femenino,2.378840262728175,USA,New York,1,Si,No,40.74113606524688,-73.98147665217182,QUEENS,11385,NY,2021-12-02,0.3774567806892957,-0.8540270008758142,0.667894862557181,-1.4543746850160282,-0.66859593401077,-0.4286129191306267,Si,No,Si,-0.5631100134969812,0.4764035122991512,0.03277136867103472,1.362433769943038,1.401324701821402,0.685746301353245,-0.30082409933288723,-0.41354681107935326,-0.5084751116830953,-0.34390396526257505,1.3538285626203304,1.120766312267002,2.4419980608633804,2.441120786092911,0.6440975955665902,0,2025-11-08,0.003089343751697124,0.23603131016697382,1.7031393232743213,1.9188407455934968,0.8169003776137954,-0.17056915599441727,1.2734706686964037,2025-07-29,1.092855222992867,-0.9215262682492265,0,1,0,1,0,1,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0023-XUOPT,Femenino,1.1087073598056605,USA,New York,0,Si,No,40.71516370263715,-73.99279266955001,MANHATTAN,10094,NY,2024-12-16,1.2632934850655932,1.8162604267030529,-0.7771628131332242,1.201095837879186,-0.3690412777259124,1.7146726110169042,No,No,Si,1.8865598352618282,-1.111806560398045,-1.1601556387500147,-1.8824269910967246,-2.2059169614937337,-2.047453660787125,1.3116269809380405,0.9497418183593712,-0.10944233532834893,2.827400566117882,-1.8868982198712758,-1.4225211720142112,-1.3251097904125335,-1.147319371380672,-0.555439892356522,1,2025-12-29,1.8761970772025727,0.7344509313967981,-0.5871510253650176,-0.5211479912006457,-1.364337981249841,-1.5718012177912215,-1.2637283058675706,2025-10-01,1.530656202438432,1.8941355674313234,0,1,0,0,0,1,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0027-KWYKW,Femenino,-0.07675001625535288,USA,New York,0,Si,Si,40.59222770984805,-73.9930111744147,BROOKLYN,11231,NY,2024-02-20,-0.23581478387891028,-0.10086900848177476,-0.38660668456824987,1.196009509111765,0.0567260017406144,-0.4286129191306267,No,Si,Si,-0.45300380029487475,-0.25467731481543116,0.03277136867103472,1.3641839645282805,0.3191522028268612,1.468837037440285,-0.7039368694006192,-0.41354681107935326,1.5080655259667846,-0.34390396526257505,-0.16526211667260998,-0.6277438331763321,-0.36927645501416745,-0.7486037983280517,-0.555439892356522,0,2025-12-07,-0.9334645229737407,-0.2623883110628505,-0.5871510253650176,-0.5211479912006457,-0.5333900350160748,0.40893974480451867,0.004871181414416586,2025-08-27,-1.0961496742349581,-0.9215262682492265,0,1,1,0,1,1,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
0030-FNXPP,Femenino,-1.5162339729008691,USA,New York,0,No,No,40.11238533659802,-77.51958437167269,BROOKLYN,11232,NY,2025-10-12,-0.23581478387891028,-0.10086900848177476,-1.1677189416981986,-1.3282337315839845,-0.9039662774014691,1.0002441009677272,No,No,Si,-0.440110801090881,0.32514541013751347,0.03277136867103472,0.7323637192557055,0.6798763691583748,1.1052229213324247,-0.13957899130579446,-0.07272465371967214,1.3370514789576076,-0.34390396526257505,0.5436468669974285,-0.5482660992925442,0.5865568803841986,0.9791636848999697,-0.555439892356522,0,2025-11-17,-0.9334645229737407,0.7344509313967981,-0.5871510253650176,-0.5211479912006457,-0.948864008132958,0.5380203878173659,0.004871181414416586,2025-12-16,0.21725326410173695,-0.9215262682492265,0,0,0,0,0,1,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
