CustomerID,City,State,Borough,ZipCode,Latitude,Longitude,MedianIncome,PopulationDensity,RegistrationDate,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChargesMonthly,Churn,CustomerValueRatio,PriceIncomePercent,PhoneService_Binary,MultipleLines_Binary,OnlineSecurity_Binary,OnlineBackup_Binary,DeviceProtection_Binary,TechSupport_Binary,StreamingTV_Binary,StreamingMovies_Binary,ServicesCount,EngagementScore,EstimatedLTV,AvgMonthlyValue,TenureGroup,PriceSegment,HighRisk_ContractTenure,MediumRisk_ContractTenure,IncomePriceMismatch,HighRiskSegment,Log_ChargesMonthly,Log_EstimatedLTV,Log_Tenure,Sqrt_Tenure,Sqrt_ServicesCount,Churn_Binary
0017-DINOC,New York,NY,MANHATTAN,10009,40.7228227781989,-73.97978973693624,86553,74781,2024-10-17,Male,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.2,No,0.006266680531004125,0.6266680531004125,0,0,1,0,0,1,1,0,3,3.506493506493506,2440.8,44.37818181818182,48+_months,Standard,0,0,0,0,3.832979798087693,7.800490751234755,4.007333185232471,7.3484692283495345,1.7320508075688772,0
0017-IUDMW,New York,NY,BRONX,10457,40.844602369855565,-73.90521880132792,40500,34920,2021-10-10,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,No,0.034607407407407406,3.4607407407407407,1,1,1,1,1,1,1,1,8,4.889643463497453,8409.6,115.2,48+_months,Enterprise,0,0,1,0,4.768988271217486,9.037248094060683,4.290459441148391,8.48528137423857,2.8284271247461903,0
0018-NYROU,New York,NY,BROOKLYN,11224,40.5748872047701,-73.97963291619756,62800,37137,2025-05-12,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,No,0.01317515923566879,1.317515923566879,1,0,0,0,0,0,0,0,1,0.07147962830593281,344.75,57.458333333333336,0-12_months,Standard,1,0,0,0,4.24778070111149,5.845715970544868,1.791759469228055,2.23606797749979,1.0,0
0019-EFAEP,New York,NY,MANHATTAN,10024,40.78622020995933,-73.97609437046714,86553,74781,2023-10-21,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.3,No,0.014044573844927384,1.4044573844927384,1,1,1,1,1,0,1,0,6,4.222873900293255,7293.599999999999,99.91232876712328,48+_months,Enterprise,0,0,0,0,4.627909672957581,8.894889627376788,4.290459441148391,8.48528137423857,2.449489742783178,0
0019-GFNTW,New York,NY,MANHATTAN,10022,40.76051195589383,-73.97154090040742,86553,74781,2024-07-07,Female,0,No,No,56,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),45.05,No,0.006245884024817163,0.6245884024817163,0,0,1,1,1,1,0,0,4,4.8642779587405,2522.7999999999997,44.25964912280701,48+_months,Standard,0,0,0,0,3.829727762701316,7.83352098121881,4.04305126783455,7.483314773547883,2.0,0
0020-INWCK,New York,NY,MANHATTAN,10019,40.7628129973505,-73.97567319925814,86553,74781,2023-04-29,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.75,No,0.013275103116009844,1.3275103116009843,1,1,0,1,1,0,0,1,5,3.669250645994832,6798.25,94.42013888888889,48+_months,Enterprise,0,0,0,0,4.572130331909891,8.824567590963708,4.276666119016055,8.426149773176359,2.23606797749979,0
0020-JDNXP,New York,NY,STATEN ISLAND,10302,40.625956943420086,-74.1344507306987,82200,8618,2022-02-24,Female,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,61.25,No,0.008941605839416058,0.8941605839416058,0,0,1,0,1,1,1,1,5,2.7309236947791167,2082.5,59.5,24-48_months,Standard,0,0,0,0,4.131158535344817,7.641804450862508,3.5553480614894135,5.830951894845301,2.23606797749979,0
0021-IKXGC,New York,NY,QUEENS,11105,40.77498788055509,-73.91207676927651,69300,21460,2024-12-25,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,No,0.012484848484848484,1.2484848484848483,1,1,0,0,0,0,0,0,2,0.02735978112175103,72.1,36.05,0-12_months,Premium,1,0,0,0,4.291828366755733,4.291828366755733,0.6931471805599453,1.0,1.4142135623730951,0
0022-TCJCI,New York,NY,BROOKLYN,11235,40.59051832228948,-73.95071581619347,62800,37137,2023-06-11,Male,1,No,No,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),62.7,Yes,0.011980891719745224,1.1980891719745224,1,0,1,0,1,0,0,1,4,2.82574568288854,2821.5,61.33695652173913,24-48_months,Standard,0,0,0,0,4.154184562578117,7.945378296023817,3.828641396489095,6.708203932499369,2.0,1
0023-HGHWL,New York,NY,BRONX,10462,40.836221616211674,-73.85631380803477,40500,34920,2024-02-08,Male,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,Yes,0.007437037037037037,0.7437037037037038,0,0,0,0,0,0,0,0,0,0.0,25.1,12.55,0-12_months,Budget,1,0,0,1,3.261935314328648,3.261935314328648,0.6931471805599453,1.0,0.0,1
0023-UYUPN,New York,NY,QUEENS,11411,40.69278668187975,-73.74036677324199,69300,21460,2024-04-02,Female,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,No,0.004363636363636364,0.4363636363636364,1,1,0,0,0,0,0,0,2,3.816793893129771,1260.0,24.705882352941178,48+_months,Budget,0,0,0,0,3.265759410767051,7.13966033596492,3.9318256327243257,7.0710678118654755,1.4142135623730951,0
0023-XUOPT,New York,NY,BRONX,10466,40.88756669344032,-73.8519207382721,40500,34920,2020-01-13,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.1,Yes,0.02788148148148148,2.788148148148148,1,1,0,1,1,0,1,0,5,0.683491062039958,1223.3,87.37857142857142,12-24_months,Enterprise,0,0,1,0,4.554928969551344,7.11012453107987,2.6390573296152584,3.605551275463989,2.23606797749979,1
0027-KWYKW,New York,NY,STATEN ISLAND,10302,40.63227425545382,-74.13312321777185,82200,8618,2020-04-11,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,No,0.012226277372262773,1.2226277372262773,1,1,0,0,0,0,1,0,3,0.8141592920353983,1926.25,80.26041666666667,12-24_months,Premium,0,0,0,0,4.43970574626056,7.563849395339371,3.1780538303479458,4.795831523312719,1.7320508075688772,0
0030-FNXPP,New York,NY,STATEN ISLAND,10309,40.545078255203585,-74.2082253133294,82200,8618,2021-07-05,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,No,0.0028978102189781024,0.28978102189781024,1,0,0,0,0,0,0,0,1,0.14388489208633093,59.550000000000004,14.887500000000001,0-12_months,Budget,1,0,0,0,3.0373539482448106,4.1034694699991014,1.3862943611198906,1.7320508075688772,1.0,0
0031-PVLZI,New York,NY,BROOKLYN,11210,40.622020882842904,-73.94580791894076,62800,37137,2020-12-28,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,Yes,0.003888535031847134,0.3888535031847134,1,0,0,0,0,0,0,0,1,0.18735362997658078,81.4,16.28,0-12_months,Budget,1,0,0,0,3.0610517396746335,4.411585436915426,1.6094379124341003,2.0,1.0,1
0032-PGELS,New York,NY,QUEENS,11361,40.766752268186806,-73.78259795171651,69300,21460,2022-04-21,Female,0,Yes,Yes,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.5,Yes,0.005281385281385282,0.5281385281385281,0,0,1,0,0,0,0,0,1,0.031746031746031744,30.5,15.25,0-12_months,Budget,1,0,0,0,3.449987545831587,3.449987545831587,0.6931471805599453,1.0,1.0,1
0036-IHMOT,New York,NY,MANHATTAN,10003,40.727484768774985,-73.99063378919234,86553,74781,2021-11-22,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,No,0.014377317943918756,1.4377317943918757,1,0,0,1,1,1,1,1,6,3.151862464183381,5703.5,101.84821428571429,48+_months,Enterprise,0,0,0,0,4.651099117876491,8.649010616036424,4.02535169073515,7.416198487095663,2.449489742783178,0
0040-HALCW,New York,NY,QUEENS,11373,40.74385255406054,-73.89086186118463,69300,21460,2022-09-26,Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,No,0.0035324675324675324,0.35324675324675325,1,0,0,0,0,0,0,0,1,2.5233644859813085,1101.6,20.029090909090908,48+_months,Budget,0,0,0,0,3.0633909220278057,7.0054263061555835,4.007333185232471,7.3484692283495345,1.0,0
0042-JVWOJ,New York,NY,QUEENS,11362,40.75489360165928,-73.72426842724703,69300,21460,2023-01-11,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.6,No,0.003393939393939394,0.3393939393939394,1,0,0,0,0,0,0,0,1,1.262135922330097,509.6,18.874074074074073,24-48_months,Budget,0,0,0,0,3.0252910757955354,6.235586504807383,3.295836866004329,5.0990195135927845,1.0,0
0042-RLHYP,New York,NY,MANHATTAN,10038,40.70817283755487,-74.006463554382,86553,74781,2022-10-25,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,No,0.002731274479220824,0.27312744792208243,1,0,0,0,0,0,0,0,1,3.3333333333333335,1359.3,19.41857142857143,48+_months,Budget,0,0,0,0,3.0301337002713233,7.215460542639384,4.248495242049359,8.306623862918075,1.0,0
0048-LUMLS,New York,NY,QUEENS,11694,40.5793790758969,-73.836940680569,69300,21460,2024-05-09,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,No,0.01579220779220779,1.579220779220779,1,0,0,0,0,0,1,1,3,1.2039045553145336,3374.4,88.8,24-48_months,Enterprise,0,0,0,0,4.523960130562548,8.124269114802384,3.6375861597263857,6.082762530298219,1.7320508075688772,0
0048-PIHNL,New York,NY,MANHATTAN,10002,40.7199778891303,-73.9910461029314,86553,74781,2025-07-06,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,No,0.002835257010155627,0.28352570101556274,1,0,0,0,0,0,0,0,1,2.2843822843822843,1002.05,20.041,48+_months,Budget,0,0,0,0,3.065724645374026,6.910800637168097,3.912023005428146,7.0,1.0,0
0052-DCKON,New York,NY,MANHATTAN,10016,40.74250854721353,-73.98215110741806,86553,74781,2022-04-16,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,No,0.016054902776333577,1.6054902776333577,1,1,1,1,1,1,1,1,8,4.52054794520548,7642.8,114.07164179104478,48+_months,Enterprise,0,0,0,0,4.760463070394127,8.941650140705994,4.204692619390966,8.12403840463596,2.8284271247461903,0
0052-YNYOT,New York,NY,BROOKLYN,11220,40.64320694103645,-74.00154945441659,62800,37137,2024-02-09,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,No,0.003926751592356688,0.3926751592356688,1,0,0,0,0,0,0,0,1,3.109048723897912,1376.8500000000001,20.24779411764706,48+_months,Budget,0,0,0,0,3.070375816549757,7.228279592237901,4.219507705176107,8.18535277187245,1.0,0
0056-EPFBG,New York,NY,BRONX,10466,40.88850337799015,-73.8421282886058,40500,34920,2020-08-01,Male,0,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,No,0.011674074074074073,1.1674074074074072,0,0,1,0,1,1,0,0,3,1.4851485148514851,788.0,37.523809523809526,12-24_months,Standard,0,0,0,0,3.6988297849671046,6.670766320845874,3.044522437723423,4.47213595499958,1.7320508075688772,0
0057-QBUQH,New York,NY,BROOKLYN,11223,40.5947696191593,-73.97494225178694,62800,37137,2023-01-17,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.1,No,0.004796178343949045,0.4796178343949045,1,1,0,0,0,0,0,0,2,3.2950191570881224,1079.3,24.529545454545453,24-48_months,Budget,0,0,0,0,3.261935314328648,6.984994059322939,3.784189633918261,6.557438524302,1.4142135623730951,0
0058-EVZWM,New York,NY,STATEN ISLAND,10314,40.59976382287843,-74.1267853836562,82200,8618,2023-06-19,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,No,0.01310948905109489,1.3109489051094891,1,1,1,0,0,0,1,0,4,2.4229074889867843,4939.0,88.19642857142857,48+_months,Premium,0,0,0,0,4.508659285607248,8.505120610181969,4.02535169073515,7.416198487095663,2.0,0
0060-FUALY,New York,NY,MANHATTAN,10003,40.732270559836905,-73.98176777251228,86553,74781,2022-02-08,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,No,0.013136459741430106,1.3136459741430107,1,1,1,1,0,0,1,0,5,3.0809399477806787,5590.25,93.17083333333333,48+_months,Enterprise,0,0,0,0,4.561740628060756,8.628958154747059,4.0943445622221,7.681145747868608,2.23606797749979,0
0064-SUDOG,New York,NY,QUEENS,11435,40.68954413402649,-73.80360522829064,69300,21460,2022-10-27,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,No,0.0035151515151515154,0.35151515151515156,1,0,0,0,0,0,0,0,1,0.5633802816901409,243.60000000000002,18.73846153846154,0-12_months,Budget,0,0,0,0,3.0587070727153796,5.499624223253072,2.5649493574615367,3.4641016151377544,1.0,0
0064-YIJGF,New York,NY,STATEN ISLAND,10309,40.52103910714779,-74.2365616241953,82200,8618,2024-08-08,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,No,0.011058394160583941,1.1058394160583942,1,1,0,0,0,0,0,0,2,0.7035830618892508,2045.25,73.04464285714286,24-48_months,Premium,0,0,0,0,4.340553386467307,7.623764128685345,3.332204510175204,5.196152422706632,1.4142135623730951,0
0067-DKWBL,New York,NY,BRONX,10466,40.89174385872114,-73.85828072283302,40500,34920,2024-11-12,Male,1,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,Yes,0.014592592592592593,1.4592592592592593,1,0,1,0,0,0,0,0,2,0.07960199004975124,98.5,32.833333333333336,0-12_months,Standard,1,0,0,1,3.917010546939185,4.600157644164547,1.0986122886681098,1.4142135623730951,1.4142135623730951,1
0068-FIGTF,New York,NY,QUEENS,11432,40.70552796709256,-73.7947468219003,69300,21460,2024-01-07,Female,0,No,No,27,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,78.2,No,0.013541125541125541,1.354112554112554,1,0,0,1,1,1,1,1,6,2.0454545454545454,2111.4,75.40714285714286,24-48_months,Premium,0,0,0,0,4.37197629882038,7.655580020832778,3.332204510175204,5.196152422706632,2.449489742783178,0
0071-NDAFP,New York,NY,MANHATTAN,10031,40.824893917602445,-73.95156115675033,86553,74781,2022-01-30,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.5,No,0.0035354060517833004,0.35354060517833,1,1,0,0,0,0,0,0,2,1.8867924528301887,637.5,24.51923076923077,24-48_months,Budget,0,0,0,0,3.2771447329921766,6.459121675472594,3.258096538021482,5.0,1.4142135623730951,0
0074-HDKDG,New York,NY,BROOKLYN,11224,40.57751297611882,-74.00390222456761,62800,37137,2021-02-20,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,No,0.011770700636942676,1.1770700636942677,1,0,1,1,1,0,0,0,4,1.5974440894568689,1540.0,59.23076923076923,24-48_months,Standard,0,0,0,0,4.136765278106052,7.340186835320115,3.258096538021482,5.0,2.0,0
0076-LVEPS,New York,NY,STATEN ISLAND,10303,40.625219063373905,-74.14962262029006,82200,8618,2020-01-26,Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,No,0.006569343065693431,0.656934306569343,0,0,1,1,1,1,0,0,4,2.5217391304347827,1305.0,43.5,24-48_months,Standard,0,0,0,0,3.828641396489095,7.174724309836376,3.4011973816621555,5.385164807134504,2.0,0
0078-XZMHT,New York,NY,QUEENS,11103,40.76067369807824,-73.90810690287353,69300,21460,2020-12-06,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.15,No,0.014744588744588746,1.4744588744588747,1,1,0,1,1,1,1,1,7,5.8502611723737665,6130.8,83.98356164383561,48+_months,Premium,0,0,0,0,4.456089962973938,8.721243623673757,4.290459441148391,8.48528137423857,2.6457513110645907,0
0080-EMYVY,New York,NY,STATEN ISLAND,10301,40.63825604237853,-74.07845423688966,82200,8618,2022-01-20,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),51.45,No,0.00751094890510949,0.751094890510949,1,0,0,1,0,0,0,0,2,0.5338417540514776,720.3000000000001,48.02,12-24_months,Standard,0,0,0,0,3.9598603348423063,6.581055139509627,2.70805020110221,3.7416573867739413,1.4142135623730951,0
0080-OROZO,New York,NY,QUEENS,11378,40.721137507938494,-73.90714407357372,69300,21460,2023-03-10,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,No,0.017186147186147187,1.7186147186147187,1,0,0,0,1,1,1,1,5,1.745635910224439,3473.75,96.49305555555556,24-48_months,Enterprise,0,0,0,0,4.6076670661866785,8.153277812964868,3.58351893845611,5.916079783099616,2.23606797749979,0
0082-LDZUE,New York,NY,QUEENS,11375,40.72672979916975,-73.84873877739842,69300,21460,2024-06-25,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.3,No,0.00767099567099567,0.7670995670995671,1,0,0,0,0,0,0,0,1,0.02207505518763797,44.3,22.15,0-12_months,Standard,1,0,0,0,3.8133070324889884,3.8133070324889884,0.6931471805599453,1.0,1.0,0
0082-OQIQY,New York,NY,MANHATTAN,10029,40.79492942672791,-73.94468481246335,86553,74781,2022-06-05,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,No,0.013060205885411251,1.3060205885411251,1,0,0,0,0,1,1,1,4,1.218487394957983,2731.8,91.06,24-48_months,Enterprise,0,0,0,0,4.55597994179732,7.91308200359425,3.4011973816621555,5.385164807134504,2.0,0
0083-PIVIK,New York,NY,BRONX,10454,40.8067277921002,-73.9193496210902,40500,34920,2025-03-25,Male,0,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,81.25,No,0.024074074074074074,2.4074074074074074,1,1,1,1,1,1,1,0,7,5.446808510638298,5200.0,80.0,48+_months,Premium,0,0,1,0,4.409763389645481,8.556606193773073,4.174387269895637,8.0,2.6457513110645907,0
0089-IIQKO,New York,NY,BROOKLYN,11232,40.66445152698825,-73.99717404846935,62800,37137,2025-07-07,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,No,0.019098726114649682,1.9098726114649682,1,1,0,0,0,1,1,1,5,1.9316493313521546,3898.05,97.45125,24-48_months,Enterprise,0,0,0,0,4.614625344758847,8.268488212701348,3.6888794541139363,6.244997998398398,2.23606797749979,0
0093-EXYQL,New York,NY,BROOKLYN,11211,40.70750913753174,-73.95053554304064,62800,37137,2023-09-14,Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,No,0.017493630573248407,1.7493630573248407,1,0,0,0,0,0,1,1,3,1.2965964343598055,3662.0,89.3170731707317,24-48_months,Enterprise,0,0,0,0,4.527749039019507,8.206037762778815,3.713572066704308,6.324555320336759,1.7320508075688772,0
0093-XWZFY,New York,NY,QUEENS,11436,40.673457363961056,-73.79134864400667,69300,21460,2025-05-02,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,Yes,0.018095238095238095,1.8095238095238095,1,1,0,1,1,0,1,1,6,2.2748815165876777,4180.0,101.95121951219512,24-48_months,Enterprise,0,0,0,0,4.658710952916121,8.338305731356565,3.713572066704308,6.324555320336759,2.449489742783178,1
0094-OIFMO,New York,NY,BROOKLYN,11209,40.613555125850176,-74.0350885589971,62800,37137,2020-01-30,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,Yes,0.018152866242038216,1.8152866242038217,1,0,0,1,0,0,1,1,4,0.4583333333333333,1045.0,87.08333333333333,0-12_months,Enterprise,0,1,0,0,4.564348191467836,6.952728644624869,2.4849066497880004,3.3166247903554,2.0,1
